sector	GHG	CO2	Biomass CO2	N2O	SF6_NF3	CH4	HFC	PFC
Agriculture, forestry & fishing	1.18301480092924	654.8530479995763	101.28250383634924	936.483761656292	6230.509016058054	7050.314958873058	75481.87033617849	872.3578900643114
Business Services	3.830131620556688	2979.2794260535265	792.3622605665246	340.2086918765467	17514.39340658916	22157.74394117752	113509.93313813538	9255.734258181945
Construction	7.572736575241294	6008.509259012764	1114.22664218958	473.6907978297573	42809.13241093906	40712.49461153935	229308.3479664241	26631.92530317858
Electrical & machinery	6.542134276911571	5469.123627813809	368.1946113862947	333.65955369194864	38217.10601691184	28798.62043336306	114794.01658727769	25218.372631047343
Electricity, gas & water	0.907921673528116	707.3449668866017	936.9942002280046	79.55338255306603	3064.171416969053	5343.735411436665	24949.84331783807	1856.454009917014
Food, beverages & tobacco	4.930097302192459	2638.086791890986	803.1820739786076	2739.08808007023	17609.867128513484	49492.88776747401	157411.41965130367	5330.024813770211
Metal & metal products	1.2130568588841462	928.3574614358816	139.83830309645427	50.19716724996651	5515.602582095734	7658.525180198279	37119.10606437838	14323.734434996626
Mining & quarrying	0.3675171162475904	202.1534195428465	33.926095870826366	16.67932238903958	2068.969694589397	4868.463446179399	21285.941826015624	1271.7882580200185
Other manufacturing & recycl.	2.9376314660045764	2382.7112381079105	685.8458010033853	200.04865144757295	12091.436219177634	15226.728378951975	54020.66327271131	9446.841160512457
Petroleum, chem & non-met	3.966515716498304	2649.442692066176	264.3156026207985	228.15442181367905	24781.94512528289	35348.47511083046	238593.09004466145	3479.7643783056446
Public services	5.262196990814852	3863.7504964173313	842.7403374615802	494.8636354380735	28393.77644059949	36348.0322638381	209361.1130519841	11807.838126380928
Recreation; other services	0.8726859907703658	677.8433932653127	167.77620879170655	73.77590403216806	4377.41587621407	5174.091049787918	23807.55121210139	2232.4664541516613
Textiles & wearing apparel	2.07005976914108	1504.1466633366445	209.32305889893289	327.38503266766975	9526.69420362212	14384.351102670918	64318.74393671945	2548.8031323733194
Transport	1.0615265486276098	822.994323875256	96.61230091991963	65.15456185480308	4875.659093671961	6459.4925364635255	32864.72917126795	2660.086574912477
Transport equipment	6.029669425182823	4978.667820346516	385.4370432973859	324.5975355058778	33613.024537608166	27506.161767334	134688.87657592236	26508.82732836724
Wholesale, retail & hospitality	3.2306180905775985	2305.58821267254	760.8275238752534	661.8623789328988	14475.435025933884	22765.660225780604	89885.42374260415	7837.002397446744
Wood, paper & publishing	0.2700633549761222	205.30253048296697	603.8659140398277	36.078203005992336	1079.284247801123	1558.732673799319	10041.141927988854	435.15965439624375
