year	component	emission	sector	value	unit
2012	total_footprint	Biomass CO2	Services auxiliary to financial services and insurance services	4.485088401949781	kt
2012	total_footprint	Biomass CO2	Real estate services (excluding imputed rents)	104.96966750352789	kt
2012	total_footprint	Biomass CO2	Imputed rents of owner-occupied dwellings	212.19209090121208	kt
2012	total_footprint	Biomass CO2	Legal and accounting services; services of head offices; management consulting services	67.84386719723706	kt
2012	total_footprint	Biomass CO2	Architectural and engineering services; technical testing and analysis services	260.5321652140171	kt
2012	total_footprint	Biomass CO2	Scientific research and development services	24.634117231519753	kt
2012	total_footprint	Biomass CO2	Advertising and market research services	0.4034736578651105	kt
2012	total_footprint	Biomass CO2	Other professional, scientific and technical services; veterinary services	6.858527745655206	kt
2012	total_footprint	Biomass CO2	Rental and leasing services	16.973258521728933	kt
2012	total_footprint	Biomass CO2	Employment services	14.048671803448538	kt
2012	total_footprint	Biomass CO2	Travel agency, tour operator and other reservation services and related services	56.51217811474212	kt
2012	total_footprint	Biomass CO2	Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services	11.060483522734042	kt
2012	total_footprint	Biomass CO2	Public administration and defence services; compulsory social security services	344.40650161906547	kt
2012	total_footprint	Biomass CO2	Education services	153.3600904653095	kt
2012	total_footprint	Biomass CO2	Human health services	153.38097845521884	kt
2012	total_footprint	Biomass CO2	Social work services	153.11199221927583	kt
2012	total_footprint	Biomass CO2	Creative, arts and entertainment services; library, archive, museum and other cultural services; gambling and betting services	72.3883854642088	kt
2012	total_footprint	Biomass CO2	Sporting services and amusement and recreation services	36.00233765295233	kt
2012	total_footprint	Biomass CO2	Services furnished by membership organisations	46.55878339459499	kt
2012	total_footprint	Biomass CO2	Repair services of computers and personal and household goods	0.8290818443999658	kt
2012	total_footprint	Biomass CO2	Other personal services	20.29529285972757	kt
2012	total_footprint	Biomass CO2	Services of households as employers; undifferentiated goods and services produced by households for own use	0.0	kt
2012	total_footprint	Biomass CO2	Services provided by extraterritorial organisations and bodies	0.0	kt
2012	total_footprint	CO2	Products of agriculture, hunting and related services	775.9363961498846	kt
2012	total_footprint	CO2	Products of forestry, logging and related services	15.713984376372824	kt
2012	total_footprint	CO2	Fish and other fishing products; aquaculture products; support services to fishing	318.093855416764	kt
2012	total_footprint	CO2	Mining and quarrying	2548.9811377576075	kt
2012	total_footprint	CO2	Food products, beverages and tobacco products	3383.8814763256323	kt
2012	total_footprint	CO2	Textiles, wearing apparel and leather products	2972.148661989041	kt
2012	total_footprint	CO2	Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials	71.98498242067345	kt
2012	total_footprint	CO2	Paper and paper products	201.06029417156694	kt
2012	total_footprint	CO2	Printing and recording services	2.5352821632181852	kt
2012	total_footprint	CO2	Coke and refined petroleum products	0.0	kt
2012	total_footprint	CO2	Chemicals and chemical products	0.0	kt
2012	total_footprint	CO2	Basic pharmaceutical products and pharmaceutical preparations	4208.543309660315	kt
2012	total_footprint	CO2	Rubber and plastics products	198.21314061341812	kt
2012	total_footprint	CO2	Other non-metallic mineral products	492.64001011059673	kt
2012	total_footprint	CO2	Basic metals	229.46541551098065	kt
2012	total_footprint	CO2	Fabricated metal products, except machinery and equipment	425.30297066023047	kt
2012	total_footprint	CO2	Computer, electronic and optical products	2903.2526287378937	kt
2012	total_footprint	CO2	Electrical equipment	1784.9140756706352	kt
2012	total_footprint	CO2	Machinery and equipment n.e.c.	1266.9727392012687	kt
2012	total_footprint	CO2	Motor vehicles, trailers and semi-trailers	1753.021975797717	kt
2012	total_footprint	CO2	Other transport equipment	3137.551015346377	kt
2012	total_footprint	CO2	Furniture; other manufactured goods	2548.980645847434	kt
2012	total_footprint	CO2	Repair and installation services of machinery and equipment	208.79935179416827	kt
2012	total_footprint	CO2	Electricity, gas, steam and air-conditioning	897.0034942630132	kt
2012	total_footprint	CO2	Natural water; water treatment and supply services	70.89310005092966	kt
