year	component	emission	sector	region	value	unit
2014	import_domestic	CH4	Construction	Developing	223.64028715401832	t
2014	import_domestic	CH4	Construction	Norway	4.673732283324436	t
2014	import_domestic	CH4	Electrical & machinery	Europe	100.76010273041646	t
2014	import_domestic	CH4	Electrical & machinery	Advanced	58.08762750593978	t
2014	import_domestic	CH4	Electrical & machinery	Developing	458.68738486712186	t
2014	import_domestic	CH4	Electrical & machinery	Norway	5.497681560298435	t
2014	import_domestic	CH4	Electricity, gas & water	Europe	797.9973991259925	t
2014	import_domestic	CH4	Electricity, gas & water	Advanced	237.5946092112095	t
2014	import_domestic	CH4	Electricity, gas & water	Developing	3048.93754463592	t
2014	import_domestic	CH4	Electricity, gas & water	Norway	34.22683680759043	t
2014	import_domestic	CH4	Food, beverages & tobacco	Europe	5635.028187752578	t
2014	import_domestic	CH4	Food, beverages & tobacco	Advanced	884.7995329117856	t
2014	import_domestic	CH4	Food, beverages & tobacco	Developing	13267.114627834088	t
2014	import_domestic	CH4	Food, beverages & tobacco	Norway	219.27325299126792	t
2014	import_domestic	CH4	Metal & metal products	Europe	38.88237019674106	t
2014	import_domestic	CH4	Metal & metal products	Advanced	32.62373620551698	t
2014	import_domestic	CH4	Metal & metal products	Developing	135.07245213571133	t
2014	import_domestic	CH4	Metal & metal products	Norway	2.167600331821481	t
2014	import_domestic	CH4	Mining & quarrying	Europe	14.14302185804721	t
2014	import_domestic	CH4	Mining & quarrying	Advanced	7.458431869152022	t
2014	import_domestic	CH4	Mining & quarrying	Developing	52.367847104078166	t
2014	import_domestic	CH4	Mining & quarrying	Norway	1.7006591849567334	t
2014	import_domestic	CH4	Other manufacturing & recycl.	Europe	164.43699756742268	t
2014	import_domestic	CH4	Other manufacturing & recycl.	Advanced	87.9489973379184	t
2014	import_domestic	CH4	Other manufacturing & recycl.	Developing	733.9762720292152	t
2014	import_domestic	CH4	Other manufacturing & recycl.	Norway	13.719158567868401	t
2014	import_domestic	CH4	Petroleum, chem & non-met	Europe	835.5624812639802	t
2014	import_domestic	CH4	Petroleum, chem & non-met	Advanced	465.57699814118644	t
2014	import_domestic	CH4	Petroleum, chem & non-met	Developing	3078.944818951187	t
2014	import_domestic	CH4	Petroleum, chem & non-met	Norway	109.66743319218892	t
2014	import_domestic	CH4	Public services	Europe	683.2373847068068	t
2014	import_domestic	CH4	Public services	Advanced	273.7710585468225	t
2014	import_domestic	CH4	Public services	Developing	2660.9528808652594	t
2014	import_domestic	CH4	Public services	Norway	102.5735355273147	t
2014	import_domestic	CH4	Recreation; other services	Europe	505.649074561771	t
2014	import_domestic	CH4	Recreation; other services	Advanced	187.012179460323	t
2014	import_domestic	CH4	Recreation; other services	Developing	2288.7335191104385	t
2014	import_domestic	CH4	Recreation; other services	Norway	46.70158484186761	t
2014	import_domestic	CH4	Textiles & wearing apparel	Europe	97.80195389284806	t
2014	import_domestic	CH4	Textiles & wearing apparel	Advanced	44.29034938717014	t
2014	import_domestic	CH4	Textiles & wearing apparel	Developing	492.77239347826617	t
2014	import_domestic	CH4	Textiles & wearing apparel	Norway	11.228309270185727	t
2014	import_domestic	CH4	Transport	Europe	1946.4362134087978	t
2014	import_domestic	CH4	Transport	Advanced	1045.9608641799903	t
2014	import_domestic	CH4	Transport	Developing	7939.189165496194	t
2014	import_domestic	CH4	Transport	Norway	260.0983673617854	t
2014	import_domestic	CH4	Transport equipment	Europe	199.03484141053255	t
2014	import_domestic	CH4	Transport equipment	Advanced	171.02922208249544	t
2014	import_domestic	CH4	Transport equipment	Developing	713.619214997869	t
2014	import_domestic	CH4	Transport equipment	Norway	10.508449713075073	t
2014	import_domestic	CH4	Wholesale, retail & hospitality	Europe	3752.475386894993	t
2014	import_domestic	CH4	Wholesale, retail & hospitality	Advanced	1210.834779129025	t
2014	import_domestic	CH4	Wholesale, retail & hospitality	Developing	12737.818949858527	t
2014	import_domestic	CH4	Wholesale, retail & hospitality	Norway	344.0263850810163	t
2014	import_domestic	CH4	Wood, paper & publishing	Europe	45.6583610427204	t
2014	import_domestic	CH4	Wood, paper & publishing	Advanced	12.716954179433968	t
2014	import_domestic	CH4	Wood, paper & publishing	Developing	112.62349113182013	t
2014	import_domestic	CH4	Wood, paper & publishing	Norway	4.861628251539683	t
2014	import_domestic	CO2	Agriculture, forestry & fishing	Europe	50.85047022263472	kt
2014	import_domestic	CO2	Agriculture, forestry & fishing	Advanced	15.558414293698625	kt
2014	import_domestic	CO2	Agriculture, forestry & fishing	Developing	62.32544919066441	kt
2014	import_domestic	CO2	Agriculture, forestry & fishing	Norway	1.1648488138769748	kt
2014	import_domestic	CO2	Business Services	Europe	765.0246003433845	kt
2014	import_domestic	CO2	Business Services	Advanced	337.8070280879992	kt
2014	import_domestic	CO2	Business Services	Developing	1350.843501639235	kt
2014	import_domestic	CO2	Business Services	Norway	9.952371614356597	kt
2014	import_domestic	CO2	Construction	Europe	11.568472176983626	kt
2014	import_domestic	CO2	Construction	Advanced	3.639741644778213	kt
2014	import_domestic	CO2	Construction	Developing	25.93081666908035	kt
2014	import_domestic	CO2	Construction	Norway	0.169062654221031	kt
2014	import_domestic	CO2	Electrical & machinery	Europe	18.829324108938113	kt
2014	import_domestic	CO2	Electrical & machinery	Advanced	9.374954885203202	kt
2014	import_domestic	CO2	Electrical & machinery	Developing	58.29715494524883	kt
2014	import_domestic	CO2	Electrical & machinery	Norway	0.2067989811394638	kt
2014	import_domestic	CO2	Electricity, gas & water	Europe	77.3255708826412	kt
2014	import_domestic	CO2	Electricity, gas & water	Advanced	30.88629911217602	kt
2014	import_domestic	CO2	Electricity, gas & water	Developing	137.2796588027616	kt
2014	import_domestic	CO2	Electricity, gas & water	Norway	1.0697170829763798	kt
2014	import_domestic	CO2	Food, beverages & tobacco	Europe	473.85944076535634	kt
2014	import_domestic	CO2	Food, beverages & tobacco	Advanced	145.325337049606	kt
2014	import_domestic	CO2	Food, beverages & tobacco	Developing	558.4778912328127	kt
2014	import_domestic	CO2	Food, beverages & tobacco	Norway	8.321970469065798	kt
2014	import_domestic	CO2	Metal & metal products	Europe	7.1040944849838	kt
2014	import_domestic	CO2	Metal & metal products	Advanced	4.04561725734516	kt
2014	import_domestic	CO2	Metal & metal products	Developing	14.64137079722791	kt
2014	import_domestic	CO2	Metal & metal products	Norway	0.080049420909271	kt
2014	import_domestic	CO2	Mining & quarrying	Europe	2.555958972862417	kt
2014	import_domestic	CO2	Mining & quarrying	Advanced	1.0903976305890306	kt
2014	import_domestic	CO2	Mining & quarrying	Developing	4.153604154723728	kt
2014	import_domestic	CO2	Mining & quarrying	Norway	0.0449751857522133	kt
2014	import_domestic	CO2	Other manufacturing & recycl.	Europe	28.21045416132739	kt
2014	import_domestic	CO2	Other manufacturing & recycl.	Advanced	12.899605548589346	kt
2014	import_domestic	CO2	Other manufacturing & recycl.	Developing	75.12894995801159	kt
2014	import_domestic	CO2	Other manufacturing & recycl.	Norway	0.4324516899089696	kt
2014	import_domestic	CO2	Petroleum, chem & non-met	Europe	96.4354938509734	kt
2014	import_domestic	CO2	Petroleum, chem & non-met	Advanced	36.482128951720924	kt
2014	import_domestic	CO2	Petroleum, chem & non-met	Developing	110.4838009006308	kt
2014	import_domestic	CO2	Petroleum, chem & non-met	Norway	2.5104346197955247	kt
2014	import_domestic	CO2	Public services	Europe	115.49579862256265	kt
2014	import_domestic	CO2	Public services	Advanced	40.34199211307076	kt
2014	import_domestic	CO2	Public services	Developing	188.8467216430162	kt
2014	import_domestic	CO2	Public services	Norway	2.415442389231517	kt
2014	import_domestic	CO2	Recreation; other services	Europe	88.50113212515757	kt
2014	import_domestic	CO2	Recreation; other services	Advanced	34.983486894701	kt
2014	import_domestic	CO2	Recreation; other services	Developing	233.9008578689291	kt
2014	import_domestic	CO2	Recreation; other services	Norway	1.3516226469212242	kt
2014	import_domestic	CO2	Textiles & wearing apparel	Europe	14.939308236069929	kt
2014	import_domestic	CO2	Textiles & wearing apparel	Advanced	6.170319832724635	kt
2014	import_domestic	CO2	Textiles & wearing apparel	Developing	34.89751363873594	kt
2014	import_domestic	CO2	Textiles & wearing apparel	Norway	0.2877883213249815	kt
2014	import_domestic	CO2	Transport	Europe	392.0700403631673	kt
2014	import_domestic	CO2	Transport	Advanced	226.91791269324415	kt
2014	import_domestic	CO2	Transport	Developing	675.7443979032688	kt
2014	import_domestic	CO2	Transport	Norway	6.689104036393763	kt
2014	import_domestic	CO2	Transport equipment	Europe	37.57465022999788	kt
2014	import_domestic	CO2	Transport equipment	Advanced	25.24831698429468	kt
2014	import_domestic	CO2	Transport equipment	Developing	78.17054931703551	kt
2014	import_domestic	CO2	Transport equipment	Norway	0.38747346894042356	kt
2014	import_domestic	CO2	Wholesale, retail & hospitality	Europe	600.2681219832427	kt
2014	import_domestic	CO2	Wholesale, retail & hospitality	Advanced	214.39792598524235	kt
2014	import_domestic	CO2	Wholesale, retail & hospitality	Developing	1060.9660380456069	kt
2014	import_domestic	CO2	Wholesale, retail & hospitality	Norway	9.543975357524133	kt
2014	import_domestic	CO2	Wood, paper & publishing	Europe	7.677055654102438	kt
2014	import_domestic	CO2	Wood, paper & publishing	Advanced	1.9010358117783235	kt
2014	import_domestic	CO2	Wood, paper & publishing	Developing	9.30123334222985	kt
2014	import_domestic	CO2	Wood, paper & publishing	Norway	0.11560107984534551	kt
2014	import_domestic	GHG	Agriculture, forestry & fishing	Europe	0.07234853869538072	Mt
2014	import_domestic	GHG	Agriculture, forestry & fishing	Advanced	0.02048390629875599	Mt
2014	import_domestic	GHG	Agriculture, forestry & fishing	Developing	0.11229768462435269	Mt
2014	import_domestic	GHG	Agriculture, forestry & fishing	Norway	0.002550187557144349	Mt
2014	import_domestic	GHG	Business Services	Europe	0.9345961232231889	Mt
2014	import_domestic	GHG	Business Services	Advanced	0.39678375712716335	Mt
2014	import_domestic	GHG	Business Services	Developing	1.821306727885909	Mt
2014	import_domestic	GHG	Business Services	Norway	0.019862362766669518	Mt
2014	import_domestic	GHG	Construction	Europe	0.014259654297903414	Mt
2014	import_domestic	GHG	Construction	Advanced	0.0044484186649671	Mt
2014	import_domestic	GHG	Construction	Developing	0.033727174637415404	Mt
2014	import_domestic	GHG	Construction	Norway	0.0003187383747518	Mt
2014	import_domestic	GHG	Electrical & machinery	Europe	0.022977296542334377	Mt
2014	import_domestic	GHG	Electrical & machinery	Advanced	0.0115621102219393	Mt
2014	import_domestic	GHG	Electrical & machinery	Developing	0.0744412344329407	Mt
2014	import_domestic	GHG	Electrical & machinery	Norway	0.0003860350571624	Mt
2014	import_domestic	GHG	Electricity, gas & water	Europe	0.10670087977490153	Mt
2014	import_domestic	GHG	Electricity, gas & water	Advanced	0.039469989313793405	Mt
2014	import_domestic	GHG	Electricity, gas & water	Developing	0.23325276519231827	Mt
2014	import_domestic	GHG	Electricity, gas & water	Norway	0.0021545796624549	Mt
2014	import_domestic	GHG	Food, beverages & tobacco	Europe	0.7726733336932993	Mt
2014	import_domestic	GHG	Food, beverages & tobacco	Advanced	0.1901953839179635	Mt
2014	import_domestic	GHG	Food, beverages & tobacco	Developing	1.1332456743931911	Mt
2014	import_domestic	GHG	Food, beverages & tobacco	Norway	0.0152537975138388	Mt
2014	import_domestic	GHG	Metal & metal products	Europe	0.008738669526888438	Mt
2014	import_domestic	GHG	Metal & metal products	Advanced	0.005232834131887867	Mt
2014	import_domestic	GHG	Metal & metal products	Developing	0.01952184941554043	Mt
2014	import_domestic	GHG	Metal & metal products	Norway	0.000150162187932057	Mt
2014	import_domestic	GHG	Mining & quarrying	Europe	0.0031488144545239833	Mt
2014	import_domestic	GHG	Mining & quarrying	Advanced	0.0013624270435810886	Mt
2014	import_domestic	GHG	Mining & quarrying	Developing	0.005947357478224114	Mt
2014	import_domestic	GHG	Mining & quarrying	Norway	9.629062915911146e-05	Mt
2014	import_domestic	GHG	Other manufacturing & recycl.	Europe	0.03517136802002476	Mt
2014	import_domestic	GHG	Other manufacturing & recycl.	Advanced	0.0162014033994203	Mt
2014	import_domestic	GHG	Other manufacturing & recycl.	Developing	0.10118827947561862	Mt
2014	import_domestic	GHG	Other manufacturing & recycl.	Norway	0.0008706803211696732	Mt
2014	import_domestic	GHG	Petroleum, chem & non-met	Europe	0.13353884828822044	Mt
2014	import_domestic	GHG	Petroleum, chem & non-met	Advanced	0.051939427016472896	Mt
2014	import_domestic	GHG	Petroleum, chem & non-met	Developing	0.20831878005876872	Mt
2014	import_domestic	GHG	Petroleum, chem & non-met	Norway	0.0057244675140095	Mt
2014	import_domestic	GHG	Public services	Europe	0.14433212353581829	Mt
2014	import_domestic	GHG	Public services	Advanced	0.0506973658468679	Mt
2014	import_domestic	GHG	Public services	Developing	0.2816314128478682	Mt
2014	import_domestic	GHG	Public services	Norway	0.0054873985269771	Mt
2014	import_domestic	GHG	Recreation; other services	Europe	0.10965961678217681	Mt
2014	import_domestic	GHG	Recreation; other services	Advanced	0.042334906435207216	Mt
2014	import_domestic	GHG	Recreation; other services	Developing	0.31392720595571166	Mt
2014	import_domestic	GHG	Recreation; other services	Norway	0.0028358485872703996	Mt
2014	import_domestic	GHG	Textiles & wearing apparel	Europe	0.01916468927355875	Mt
2014	import_domestic	GHG	Textiles & wearing apparel	Advanced	0.0078678472936448	Mt
2014	import_domestic	GHG	Textiles & wearing apparel	Developing	0.0528416487605499	Mt
2014	import_domestic	GHG	Textiles & wearing apparel	Norway	0.0006253684469043	Mt
2014	import_domestic	GHG	Transport	Europe	0.4713862189838074	Mt
2014	import_domestic	GHG	Transport	Advanced	0.26639924213350263	Mt
2014	import_domestic	GHG	Transport	Developing	0.9473415668443123	Mt
2014	import_domestic	GHG	Transport	Norway	0.0144716505780731	Mt
2014	import_domestic	GHG	Transport equipment	Europe	0.045862092296274304	Mt
2014	import_domestic	GHG	Transport equipment	Advanced	0.03156586239789946	Mt
2014	import_domestic	GHG	Transport equipment	Developing	0.10377039366444898	Mt
2014	import_domestic	GHG	Transport equipment	Norway	0.0007260444596297144	Mt
2014	import_domestic	GHG	Wholesale, retail & hospitality	Europe	0.76307851920328	Mt
2014	import_domestic	GHG	Wholesale, retail & hospitality	Advanced	0.2616987892807174	Mt
2014	import_domestic	GHG	Wholesale, retail & hospitality	Developing	1.5108785554624977	Mt
2014	import_domestic	GHG	Wholesale, retail & hospitality	Norway	0.020662365266260398	Mt
2014	import_domestic	GHG	Wood, paper & publishing	Europe	0.009686257615546215	Mt
2014	import_domestic	GHG	Wood, paper & publishing	Advanced	0.0023755944142446594	Mt
2014	import_domestic	GHG	Wood, paper & publishing	Developing	0.013148984555624988	Mt
2014	import_domestic	GHG	Wood, paper & publishing	Norway	0.0002862207529142449	Mt
2014	import_domestic	HFC	Agriculture, forestry & fishing	Europe	2833.618065504358	t CO2-eq
2014	import_domestic	HFC	Agriculture, forestry & fishing	Advanced	334.70548490299944	t CO2-eq
2014	import_domestic	HFC	Agriculture, forestry & fishing	Developing	3473.426154703364	t CO2-eq
2014	import_domestic	HFC	Agriculture, forestry & fishing	Norway	30.09887871618016	t CO2-eq
2014	import_domestic	HFC	Business Services	Europe	28769.925809551074	t CO2-eq
2014	import_domestic	HFC	Business Services	Advanced	3812.149634706907	t CO2-eq
2014	import_domestic	HFC	Business Services	Developing	36270.032792785554	t CO2-eq
2014	import_domestic	HFC	Business Services	Norway	236.3529600025418	t CO2-eq
2014	import_domestic	HFC	Construction	Europe	552.1048190076853	t CO2-eq
2014	import_domestic	HFC	Construction	Advanced	64.16530914740002	t CO2-eq
2014	import_domestic	HFC	Construction	Developing	679.652306712309	t CO2-eq
2014	import_domestic	HFC	Construction	Norway	3.691099264892824	t CO2-eq
2014	import_domestic	HFC	Electrical & machinery	Europe	692.7590357255651	t CO2-eq
2014	import_domestic	HFC	Electrical & machinery	Advanced	170.8384434031854	t CO2-eq
2014	import_domestic	HFC	Electrical & machinery	Developing	1365.0621694797119	t CO2-eq
2014	import_domestic	HFC	Electrical & machinery	Norway	4.538517012525012	t CO2-eq
2014	import_domestic	HFC	Electricity, gas & water	Europe	4325.389462424841	t CO2-eq
2014	import_domestic	HFC	Electricity, gas & water	Advanced	723.1043772267201	t CO2-eq
2014	import_domestic	HFC	Electricity, gas & water	Developing	4573.198181034079	t CO2-eq
2014	import_domestic	HFC	Electricity, gas & water	Norway	25.26195672609756	t CO2-eq
2014	import_domestic	HFC	Food, beverages & tobacco	Europe	30616.505616093018	t CO2-eq
2014	import_domestic	HFC	Food, beverages & tobacco	Advanced	2716.5488997567954	t CO2-eq
2014	import_domestic	HFC	Food, beverages & tobacco	Developing	24150.171641288147	t CO2-eq
2014	import_domestic	HFC	Food, beverages & tobacco	Norway	196.9001024080137	t CO2-eq
2014	import_domestic	HFC	Metal & metal products	Europe	295.38950649988044	t CO2-eq
2014	import_domestic	HFC	Metal & metal products	Advanced	87.4193189967246	t CO2-eq
2014	import_domestic	HFC	Metal & metal products	Developing	456.32787042138204	t CO2-eq
2014	import_domestic	HFC	Metal & metal products	Norway	1.7549485725194522	t CO2-eq
2014	import_domestic	HFC	Mining & quarrying	Europe	120.78203548294763	t CO2-eq
2014	import_domestic	HFC	Mining & quarrying	Advanced	20.332299570313793	t CO2-eq
2014	import_domestic	HFC	Mining & quarrying	Developing	157.96447311429608	t CO2-eq
2014	import_domestic	HFC	Mining & quarrying	Norway	1.1366619216497786	t CO2-eq
2014	import_domestic	HFC	Other manufacturing & recycl.	Europe	1246.525652791844	t CO2-eq
2014	import_domestic	HFC	Other manufacturing & recycl.	Advanced	256.20604008776377	t CO2-eq
2014	import_domestic	HFC	Other manufacturing & recycl.	Developing	2389.655442913844	t CO2-eq
2014	import_domestic	HFC	Other manufacturing & recycl.	Norway	10.700169779814793	t CO2-eq
2014	import_domestic	HFC	Petroleum, chem & non-met	Europe	11199.035435724889	t CO2-eq
2014	import_domestic	HFC	Petroleum, chem & non-met	Advanced	1149.3791032074823	t CO2-eq
2014	import_domestic	HFC	Petroleum, chem & non-met	Developing	6149.802470671516	t CO2-eq
2014	import_domestic	HFC	Petroleum, chem & non-met	Norway	73.46215746831004	t CO2-eq
2014	import_domestic	HFC	Public services	Europe	4915.420121000741	t CO2-eq
2014	import_domestic	HFC	Public services	Advanced	772.6512715388508	t CO2-eq
2014	import_domestic	HFC	Public services	Developing	8331.0639149011	t CO2-eq
2014	import_domestic	HFC	Public services	Norway	63.21424929619673	t CO2-eq
2014	import_domestic	HFC	Recreation; other services	Europe	3429.753508366635	t CO2-eq
2014	import_domestic	HFC	Recreation; other services	Advanced	572.8502871312801	t CO2-eq
2014	import_domestic	HFC	Recreation; other services	Developing	6827.396989156339	t CO2-eq
2014	import_domestic	HFC	Recreation; other services	Norway	33.88701839601955	t CO2-eq
2014	import_domestic	HFC	Textiles & wearing apparel	Europe	622.3112049988165	t CO2-eq
2014	import_domestic	HFC	Textiles & wearing apparel	Advanced	130.16798101102958	t CO2-eq
2014	import_domestic	HFC	Textiles & wearing apparel	Developing	1559.2043475063465	t CO2-eq
2014	import_domestic	HFC	Textiles & wearing apparel	Norway	7.423734750029733	t CO2-eq
2014	import_domestic	HFC	Transport	Europe	14368.180385681217	t CO2-eq
2014	import_domestic	HFC	Transport	Advanced	2963.8009466964977	t CO2-eq
2014	import_domestic	HFC	Transport	Developing	24680.55379261931	t CO2-eq
2014	import_domestic	HFC	Transport	Norway	166.2479969139544	t CO2-eq
2014	import_domestic	HFC	Transport equipment	Europe	1452.2839067579378	t CO2-eq
2014	import_domestic	HFC	Transport equipment	Advanced	474.0664429799581	t CO2-eq
2014	import_domestic	HFC	Transport equipment	Developing	2428.5664765111837	t CO2-eq
2014	import_domestic	HFC	Transport equipment	Norway	9.01610981563932	t CO2-eq
2014	import_domestic	HFC	Wholesale, retail & hospitality	Europe	25165.561330880537	t CO2-eq
2014	import_domestic	HFC	Wholesale, retail & hospitality	Advanced	3707.0364637544517	t CO2-eq
2014	import_domestic	HFC	Wholesale, retail & hospitality	Developing	36109.542597249405	t CO2-eq
2014	import_domestic	HFC	Wholesale, retail & hospitality	Norway	243.44523533101457	t CO2-eq
2014	import_domestic	HFC	Wood, paper & publishing	Europe	381.3777325884743	t CO2-eq
2014	import_domestic	HFC	Wood, paper & publishing	Advanced	37.907818314554326	t CO2-eq
2014	import_domestic	HFC	Wood, paper & publishing	Developing	331.261971840556	t CO2-eq
2014	import_domestic	HFC	Wood, paper & publishing	Norway	3.009504047667048	t CO2-eq
2014	import_domestic	N2O	Agriculture, forestry & fishing	Europe	23.686049571554577	t
2014	import_domestic	N2O	Agriculture, forestry & fishing	Advanced	4.113399017249925	t
2014	import_domestic	N2O	Agriculture, forestry & fishing	Developing	37.060876372695	t
2014	import_domestic	N2O	Agriculture, forestry & fishing	Norway	0.1642951316216928	t
2014	import_domestic	N2O	Business Services	Europe	96.60656614761452	t
2014	import_domestic	N2O	Business Services	Advanced	40.461013779367754	t
2014	import_domestic	N2O	Business Services	Developing	171.22362899343173	t
2014	import_domestic	N2O	Business Services	Norway	2.324231230265996	t
2014	import_domestic	N2O	Construction	Europe	1.2429803049464052	t
2014	import_domestic	N2O	Construction	Advanced	0.3994987668356478	t
2014	import_domestic	N2O	Construction	Developing	2.3198635365893105	t
2014	import_domestic	N2O	Construction	Norway	0.0348801186855533	t
2014	import_domestic	N2O	Electrical & machinery	Europe	1.9111175982830817	t
2014	import_domestic	N2O	Electrical & machinery	Advanced	0.778470729596492	t
2014	import_domestic	N2O	Electrical & machinery	Developing	4.364546746587094	t
2014	import_domestic	N2O	Electrical & machinery	Norway	0.0307774329977777	t
2014	import_domestic	N2O	Electricity, gas & water	Europe	8.71468906057369	t
2014	import_domestic	N2O	Electricity, gas & water	Advanced	2.7463455261055443	t
2014	import_domestic	N2O	Electricity, gas & water	Developing	15.602164019771042	t
2014	import_domestic	N2O	Electricity, gas & water	Norway	0.2286482700558341	t
2014	import_domestic	N2O	Food, beverages & tobacco	Europe	407.95623861034767	t
2014	import_domestic	N2O	Food, beverages & tobacco	Advanced	57.216709119297605	t
2014	import_domestic	N2O	Food, beverages & tobacco	Developing	654.2101214155484	t
2014	import_domestic	N2O	Food, beverages & tobacco	Norway	1.7691455767368691	t
2014	import_domestic	N2O	Metal & metal products	Europe	0.6912378833239532	t
2014	import_domestic	N2O	Metal & metal products	Advanced	0.3045173399886786	t
2014	import_domestic	N2O	Metal & metal products	Developing	1.2842735893331445	t
2014	import_domestic	N2O	Metal & metal products	Norway	0.0092480285654515	t
2014	import_domestic	N2O	Mining & quarrying	Europe	0.23484055556782396	t
2014	import_domestic	N2O	Mining & quarrying	Advanced	0.0959389046538214	t
2014	import_domestic	N2O	Mining & quarrying	Developing	0.4325609027222661	t
2014	import_domestic	N2O	Mining & quarrying	Norway	0.0044540275946616	t
2014	import_domestic	N2O	Other manufacturing & recycl.	Europe	3.500672163839767	t
2014	import_domestic	N2O	Other manufacturing & recycl.	Advanced	1.2532314799588145	t
2014	import_domestic	N2O	Other manufacturing & recycl.	Developing	8.359403077900756	t
2014	import_domestic	N2O	Other manufacturing & recycl.	Norway	0.09523446490206379	t
2014	import_domestic	N2O	Petroleum, chem & non-met	Europe	7.288618709193513	t
2014	import_domestic	N2O	Petroleum, chem & non-met	Advanced	2.9607754025401327	t
2014	import_domestic	N2O	Petroleum, chem & non-met	Developing	14.547490570494679	t
2014	import_domestic	N2O	Petroleum, chem & non-met	Norway	0.1724719111164786	t
2014	import_domestic	N2O	Public services	Europe	16.365529451006935	t
2014	import_domestic	N2O	Public services	Advanced	5.261165247035765	t
2014	import_domestic	N2O	Public services	Developing	30.265713783342743	t
2014	import_domestic	N2O	Public services	Norway	0.3433621341049202	t
2014	import_domestic	N2O	Recreation; other services	Europe	12.072207733449462	t
2014	import_domestic	N2O	Recreation; other services	Advanced	4.123044573806981	t
2014	import_domestic	N2O	Recreation; other services	Developing	26.01012833101007	t
2014	import_domestic	N2O	Recreation; other services	Norway	0.3573794193618875	t
2014	import_domestic	N2O	Textiles & wearing apparel	Europe	2.97926045865671	t
2014	import_domestic	N2O	Textiles & wearing apparel	Advanced	0.8295270042576139	t
2014	import_domestic	N2O	Textiles & wearing apparel	Developing	8.248794786442607	t
2014	import_domestic	N2O	Textiles & wearing apparel	Norway	0.0389555139794339	t
2014	import_domestic	N2O	Transport	Europe	32.77396778571731	t
2014	import_domestic	N2O	Transport	Advanced	15.058412696303499	t
2014	import_domestic	N2O	Transport	Developing	61.756164969680135	t
2014	import_domestic	N2O	Transport	Norway	0.6187509069790735	t
2014	import_domestic	N2O	Transport equipment	Europe	3.41063210606905	t
2014	import_domestic	N2O	Transport equipment	Advanced	1.6859338239387247	t
2014	import_domestic	N2O	Transport equipment	Developing	6.282723103037475	t
2014	import_domestic	N2O	Transport equipment	Norway	0.049762571446650396	t
2014	import_domestic	N2O	Wholesale, retail & hospitality	Europe	112.12937546242546	t
2014	import_domestic	N2O	Wholesale, retail & hospitality	Advanced	25.353236575890364	t
2014	import_domestic	N2O	Wholesale, retail & hospitality	Developing	174.81372687107407	t
2014	import_domestic	N2O	Wholesale, retail & hospitality	Norway	3.4088483980320343	t
2014	import_domestic	N2O	Wood, paper & publishing	Europe	1.1976842549264035	t
2014	import_domestic	N2O	Wood, paper & publishing	Advanced	0.2042183784952451	t
2014	import_domestic	N2O	Wood, paper & publishing	Developing	1.027349526888452	t
2014	import_domestic	N2O	Wood, paper & publishing	Norway	0.1018089255590028	t
2014	import_domestic	PFC	Agriculture, forestry & fishing	Europe	60.96878897313335	t CO2-eq
2014	import_domestic	PFC	Agriculture, forestry & fishing	Advanced	59.37591136354474	t CO2-eq
2014	import_domestic	PFC	Agriculture, forestry & fishing	Developing	138.3195002548712	t CO2-eq
2014	import_domestic	PFC	Agriculture, forestry & fishing	Norway	14.515669699817833	t CO2-eq
2014	import_domestic	PFC	Business Services	Europe	1060.2062189709825	t CO2-eq
2014	import_domestic	PFC	Business Services	Advanced	1206.273344029573	t CO2-eq
2014	import_domestic	PFC	Business Services	Developing	3036.5303349081987	t CO2-eq
2014	import_domestic	PFC	Business Services	Norway	272.1371313009614	t CO2-eq
2014	import_domestic	PFC	Construction	Europe	21.98583817522825	t CO2-eq
2014	import_domestic	PFC	Construction	Advanced	22.570776395126142	t CO2-eq
2014	import_domestic	PFC	Construction	Developing	79.57449929072028	t CO2-eq
2014	import_domestic	PFC	Construction	Norway	5.739935762793467	t CO2-eq
2014	import_domestic	PFC	Electrical & machinery	Europe	86.10819415380912	t CO2-eq
2014	import_domestic	PFC	Electrical & machinery	Advanced	107.13167907821136	t CO2-eq
2014	import_domestic	PFC	Electrical & machinery	Developing	388.1819467390732	t CO2-eq
2014	import_domestic	PFC	Electrical & machinery	Norway	12.415570964711279	t CO2-eq
2014	import_domestic	PFC	Electricity, gas & water	Europe	190.01434053273903	t CO2-eq
2014	import_domestic	PFC	Electricity, gas & water	Advanced	202.16603814372365	t CO2-eq
2014	import_domestic	PFC	Electricity, gas & water	Developing	581.8172957905564	t CO2-eq
2014	import_domestic	PFC	Electricity, gas & water	Norway	39.7524186121527	t CO2-eq
2014	import_domestic	PFC	Food, beverages & tobacco	Europe	635.5759757223763	t CO2-eq
2014	import_domestic	PFC	Food, beverages & tobacco	Advanced	684.7463309565621	t CO2-eq
2014	import_domestic	PFC	Food, beverages & tobacco	Developing	1284.2989619130833	t CO2-eq
2014	import_domestic	PFC	Food, beverages & tobacco	Norway	120.05113940214837	t CO2-eq
2014	import_domestic	PFC	Metal & metal products	Europe	49.7199015105381	t CO2-eq
2014	import_domestic	PFC	Metal & metal products	Advanced	73.3502319749387	t CO2-eq
2014	import_domestic	PFC	Metal & metal products	Developing	213.02078542982326	t CO2-eq
2014	import_domestic	PFC	Metal & metal products	Norway	5.145502945484627	t CO2-eq
