component	emission	unit	2012	2013	2014	2015	2016	2017	2018	2019	2020
domestic_footprint	HFC	t	498242.0381336088	558759.0198997196	528538.052982368	451920.6086966544	488931.4900946848	527823.082553814	518074.9715270941	488219.0142741327	432040.1529869611
footprint_gross_exports	HFC	t	889296.0951240418	962797.3207546968	964335.0512310708	908166.8583375596	863890.1426515075	858571.3882756833	890441.1196590861	898564.2914054383	696417.0717911747
footprint_gross_imports	HFC	t	2018222.2478116285	2229659.7112442227	2307847.153780553	2159331.9049086263	2135331.054724337	2128045.5039926204	2257899.7111179414	2283489.3823759938	2005549.6060274043
household_totals	HFC	t	234099.4590891	240954.0888163	248324.3044845	252171.5909913	252835.8174767	244053.2373985	233152.3546527	226065.7347034	208481.981516
import_footprint	HFC	t	1376071.3734763782	1534790.4287701063	1594264.219638914	1456472.8758072122	1479984.0348611448	1470183.8394801237	1555694.5222403612	1545137.9816065228	1418406.852415369
production_account	HFC	t	745387.2589224	826687.0581803	779290.1700718	657228.4379328	697474.612883	728532.806317	706310.9023086	648431.9049101	541314.4711661
production_account_with_households	HFC	t	979486.7180115	1067641.1469966	1027614.4745563	909400.0289241	950310.4303597	972586.0437155	939463.2569613	874497.6396135001	749796.4526821
total_footprint	HFC	t	1874313.411609987	2093549.448669826	2122802.272621282	1908393.4845038669	1968915.5249558296	1998006.9220339372	2073769.4937674557	2033356.9958806557	1850447.0054023296
total_footprint_with_households	HFC	t	2108412.870699087	2334503.5374861257	2371126.577105782	2160565.0754951667	2221751.3424325297	2242060.1594324373	2306921.8484201552	2259422.730584056	2058928.9869183295
