component	emission	unit	2012	2013	2014	2015	2016	2017	2018	2019	2020
domestic_footprint	Biomass CO2	kt	1749.6848537092774	1704.188328035459	1226.900578761765	1385.3432412741136	1627.347914853412	1983.4940990058735	1831.6129021283884	2171.458364419408	1883.6021221653184
footprint_gross_exports	Biomass CO2	kt	2709.450372499031	2660.905442431253	1901.7367649899973	2284.992026490569	2152.247803238614	2381.1814604034566	2621.333775616456	2534.7745585056086	2580.5873614864727
footprint_gross_imports	Biomass CO2	kt	6071.907772222464	6560.981234484814	5585.642492896719	6524.393663015963	6363.215582459567	6974.77918324112	7262.31747419898	6935.598225806708	6592.110759869563
household_totals	Biomass CO2	kt	2585.0088388	2092.6078147	1828.1770565	1957.4467269	2130.3648906	2458.8663439	2258.6064281	2217.577391	2289.8823844
import_footprint	Biomass CO2	kt	4722.894980814156	5109.364471018103	4329.228838144958	4949.515831151281	4941.443148667541	5465.37660603179	5569.256286254135	5331.4329278816895	4996.437360017771
production_account	Biomass CO2	kt	3110.1224348	2913.477007	1872.223689	2095.4574359000003	2357.8232843	2855.2729822	2759.8854898	3102.067625	2868.5160838
production_account_with_households	Biomass CO2	kt	5695.1312736	5006.0848217	3700.4007455	4052.9041628	4488.1881749	5314.1393261	5018.4919179	5319.645016	5158.3984682
total_footprint	Biomass CO2	kt	6472.579834523433	6813.552799053562	5556.129416906722	6334.859072425395	6568.791063520953	7448.870705037664	7400.869188382524	7502.891292301098	6880.0394821830905
total_footprint_with_households	Biomass CO2	kt	9057.588673323433	8906.160613753562	7384.306473406722	8292.305799325395	8699.155954120954	9907.737048937664	9659.475616482525	9720.468683301096	9169.92186658309
