component	emission	unit	2012	2013	2014	2015	2016	2017	2018	2019	2020
domestic_footprint	SF6_NF3	t	34567.752496001885	37413.95215287441	31674.246858417824	32122.319975823943	27433.532477086217	25263.063097918217	22043.47055475332	33683.80490866331	37475.989029874894
footprint_gross_exports	SF6_NF3	t	208179.1722849181	221884.7494493533	173906.31940298414	192377.5937337816	178921.59014623542	156887.40772868964	184952.30141107016	196403.2742213403	159946.04119491554
footprint_gross_imports	SF6_NF3	t	589058.9147000976	655568.3513057976	517136.5256628619	551815.8217746564	545652.4518068554	498735.8738228752	602432.3234667403	604537.3191084022	540940.1553596053
household_totals	SF6_NF3	t	4992.6828415	4942.7560105	4893.3284605	24989.199324	24739.3073505	24491.914273	24246.9951345	24004.5215	23765.55
import_footprint	SF6_NF3	t	395566.1324556776	448465.50181857	356999.31615846	371991.6149500508	377608.61841803376	350098.37112126744	426693.81436291686	420511.8926628987	395737.3106348148
production_account	SF6_NF3	t	49254.1425365	52195.852115	45443.356757	44675.706885	38311.2892345	33512.968125	31257.262862	46061.6526845	52219.1855
production_account_with_households	SF6_NF3	t	54246.825378	57138.6081255	50336.6852175	69664.90620900001	63050.596585	58004.882398	55504.2579965	70066.17418449999	75984.7355
total_footprint	SF6_NF3	t	430133.8849516795	485879.4539714444	388673.56301687774	404113.9349258748	405042.15089512	375361.4342191856	448737.2849176702	454195.697571562	433213.2996646897
total_footprint_with_households	SF6_NF3	t	435126.5677931795	490822.2099819444	393566.89147737774	429103.1342498748	429781.45824562	399853.3484921856	472984.28005217016	478200.21907156194	456978.8496646897
