component	emission	unit	2012	2013	2014	2015	2016	2017	2018	2019	2020
domestic_footprint	CH4	t	119173.70920585185	120284.6326482928	117740.92465321576	116581.98927003512	114082.12009317924	114646.32602667972	114195.20945869068	109572.63854988298	112541.60117615027
footprint_gross_exports	CH4	t	271907.0758790683	275633.5547103635	260450.0623583019	266464.0754679017	233782.9069845821	209828.81400055296	241801.1141672291	235348.94091752495	200634.31471743717
footprint_gross_imports	CH4	t	665936.4176899233	703684.8911645737	650824.0916203224	620183.1958098896	553382.4020993869	470050.33893560624	539573.0706045824	503501.1548534331	457795.9169334957
household_totals	CH4	t	22276.9790678	19377.2569288	17648.0862101	18313.1140101	18387.5200561	17742.851959	17765.366095	16207.8559407	17299.9540054
import_footprint	CH4	t	467990.95956510335	500534.3709467175	464824.5916687049	430312.7439095528	395097.5686013256	330174.9675799736	365447.2203554627	334845.53655372525	319494.4501487081
production_account	CH4	t	193135.3269601	192767.6671408	192191.4870599	193175.6128376	189580.1935797	184599.7686716	181870.4733768	176265.9611677	174874.44910879998
production_account_with_households	CH4	t	215412.3060279	212144.9240696	209839.57327	211488.7268477	207967.7136358	202342.6206306	199635.8394718	192473.8171084	192174.4031142
total_footprint	CH4	t	587164.6687709552	620819.0035950103	582565.5163219207	546894.7331795879	509179.6886945049	444821.2936066533	479642.42981415335	444418.1751036082	432036.0513248584
total_footprint_with_households	CH4	t	609441.6478387552	640196.2605238103	600213.6025320207	565207.8471896879	527567.2087506049	462564.1455656533	497407.79590915336	460626.0310443082	449336.0053302584
