year	emission	region	sector	value	unit
2012	CH4	Developing	Transport	14060.937995986911	t
2012	CH4	Norway	Transport	2288.971798649767	t
2012	CH4	Europe	Transport equipment	7924.995081274822	t
2012	CH4	Advanced	Transport equipment	2081.619223202141	t
2012	CH4	Developing	Transport equipment	18700.617282309882	t
2012	CH4	Norway	Transport equipment	1050.9113127513422	t
2012	CH4	Europe	Wholesale, retail , Hospitality	13485.14203569339	t
2012	CH4	Advanced	Wholesale, retail , Hospitality	4732.915144830088	t
2012	CH4	Developing	Wholesale, retail , Hospitality	56952.401658177696	t
2012	CH4	Norway	Wholesale, retail , Hospitality	6534.292685285018	t
2012	CH4	Europe	Wood, paper & publishing	548.4412410562483	t
2012	CH4	Advanced	Wood, paper & publishing	61.781751321334454	t
2012	CH4	Developing	Wood, paper & publishing	812.5352456101965	t
2012	CH4	Norway	Wood, paper & publishing	528.4320112376688	t
2012	CO2	Europe	Agriculture, forestry & fishing	251.55980050334853	kt
2012	CO2	Advanced	Agriculture, forestry & fishing	59.60866473863355	kt
2012	CO2	Developing	Agriculture, forestry & fishing	310.97360253676806	kt
2012	CO2	Norway	Agriculture, forestry & fishing	305.9427539236952	kt
2012	CO2	Europe	Business Services	1567.3144625684993	kt
2012	CO2	Advanced	Business Services	569.2706453792197	kt
2012	CO2	Developing	Business Services	2545.7663590412203	kt
2012	CO2	Norway	Business Services	1720.7083193817514	kt
2012	CO2	Europe	Construction	1572.2196638887729	kt
2012	CO2	Advanced	Construction	476.9188448192108	kt
2012	CO2	Developing	Construction	2182.5388539540927	kt
2012	CO2	Norway	Construction	3294.194866379757	kt
2012	CO2	Europe	Electrical & machinery	1063.8195708398614	kt
2012	CO2	Advanced	Electrical & machinery	520.4397041418191	kt
2012	CO2	Developing	Electrical & machinery	2204.64951569762	kt
2012	CO2	Norway	Electrical & machinery	123.66321836539082	kt
2012	CO2	Europe	Electricity, gas & water	268.42866851396036	kt
2012	CO2	Advanced	Electricity, gas & water	36.36538375232482	kt
2012	CO2	Developing	Electricity, gas & water	243.85984186215452	kt
2012	CO2	Norway	Electricity, gas & water	738.6076272742334	kt
2012	CO2	Europe	Food, beverages & tobacco	980.3275055311196	kt
2012	CO2	Advanced	Food, beverages & tobacco	220.43889485717688	kt
2012	CO2	Developing	Food, beverages & tobacco	975.2915422847013	kt
2012	CO2	Norway	Food, beverages & tobacco	926.9673805091496	kt
2012	CO2	Europe	Metal & metal products	158.9009643056793	kt
2012	CO2	Advanced	Metal & metal products	92.34300021646948	kt
2012	CO2	Developing	Metal & metal products	335.5197643636474	kt
2012	CO2	Norway	Metal & metal products	64.13769266210853	kt
2012	CO2	Europe	Mining & quarrying	234.4653012781796	kt
2012	CO2	Advanced	Mining & quarrying	125.23386963091271	kt
2012	CO2	Developing	Mining & quarrying	478.13073587131186	kt
2012	CO2	Norway	Mining & quarrying	1814.8503094114008	kt
2012	CO2	Europe	Other manufacturing & recycl.	349.3514537754768	kt
2012	CO2	Advanced	Other manufacturing & recycl.	125.91605365867224	kt
2012	CO2	Developing	Other manufacturing & recycl.	672.4058558480751	kt
2012	CO2	Norway	Other manufacturing & recycl.	65.4642111586729	kt
2012	CO2	Europe	Petroleum, chem & non-met	1420.7518007743836	kt
2012	CO2	Advanced	Petroleum, chem & non-met	549.5319553688342	kt
2012	CO2	Developing	Petroleum, chem & non-met	1688.0046550076597	kt
2012	CO2	Norway	Petroleum, chem & non-met	1888.8090758457415	kt
2012	CO2	Europe	Public services	1234.4991926115842	kt
2012	CO2	Advanced	Public services	458.9514775665094	kt
2012	CO2	Developing	Public services	1793.711516652641	kt
2012	CO2	Norway	Public services	1788.0280540473025	kt
2012	CO2	Europe	Recreation; other services	238.42522091032427	kt
2012	CO2	Advanced	Recreation; other services	93.95321509775042	kt
2012	CO2	Developing	Recreation; other services	420.8428109248027	kt
2012	CO2	Norway	Recreation; other services	285.22331758330114	kt
2012	CO2	Europe	Textiles & wearing apparel	403.22749691403436	kt
2012	CO2	Advanced	Textiles & wearing apparel	238.9590399867792	kt
2012	CO2	Developing	Textiles & wearing apparel	2692.077741236322	kt
2012	CO2	Norway	Textiles & wearing apparel	23.78084264373514	kt
2012	CO2	Europe	Transport	961.1606190541836	kt
2012	CO2	Advanced	Transport	392.2239311540617	kt
2012	CO2	Developing	Transport	1373.0988506294766	kt
2012	CO2	Norway	Transport	3731.614885057211	kt
2012	CO2	Europe	Transport equipment	1896.931463659288	kt
2012	CO2	Advanced	Transport equipment	838.2277376103218	kt
2012	CO2	Developing	Transport equipment	1862.1818417226616	kt
2012	CO2	Norway	Transport equipment	308.2268567818559	kt
2012	CO2	Europe	Wholesale, retail , Hospitality	1417.5432822793923	kt
2012	CO2	Advanced	Wholesale, retail , Hospitality	588.9024806772687	kt
2012	CO2	Developing	Wholesale, retail , Hospitality	2338.6364530621977	kt
2012	CO2	Norway	Wholesale, retail , Hospitality	1293.4615301957451	kt
2012	CO2	Europe	Wood, paper & publishing	98.61314366676622	kt
2012	CO2	Advanced	Wood, paper & publishing	16.318061988957254	kt
2012	CO2	Developing	Wood, paper & publishing	59.113896639213905	kt
2012	CO2	Norway	Wood, paper & publishing	30.42708794494728	kt
2012	GHG	Europe	Agriculture, forestry & fishing	0.5190031528428285	Mt
2012	GHG	Advanced	Agriculture, forestry & fishing	0.0938709405504067	Mt
2012	GHG	Developing	Agriculture, forestry & fishing	0.8986346673455341	Mt
2012	GHG	Norway	Agriculture, forestry & fishing	1.3042028790111544	Mt
2012	GHG	Europe	Business Services	1.9285056587069143	Mt
2012	GHG	Advanced	Business Services	0.6820907568500537	Mt
2012	GHG	Developing	Business Services	3.6426325184687154	Mt
2012	GHG	Norway	Business Services	2.038610433139529	Mt
2012	GHG	Europe	Construction	1.9559018492838034	Mt
2012	GHG	Advanced	Construction	0.5832285428364847	Mt
2012	GHG	Developing	Construction	3.1095963871618997	Mt
2012	GHG	Norway	Construction	3.698346588531648	Mt
2012	GHG	Europe	Electrical & machinery	1.2665886591845956	Mt
2012	GHG	Advanced	Electrical & machinery	0.5955231623955578	Mt
2012	GHG	Developing	Electrical & machinery	2.8107827288301035	Mt
2012	GHG	Norway	Electrical & machinery	0.14920751324810128	Mt
2012	GHG	Europe	Electricity, gas & water	0.3254629302141495	Mt
2012	GHG	Advanced	Electricity, gas & water	0.0479849472656058	Mt
2012	GHG	Developing	Electricity, gas & water	0.343635626319434	Mt
2012	GHG	Norway	Electricity, gas & water	1.1251501660332308	Mt
2012	GHG	Europe	Food, beverages & tobacco	2.0021949180042267	Mt
2012	GHG	Advanced	Food, beverages & tobacco	0.3075459772497377	Mt
2012	GHG	Developing	Food, beverages & tobacco	2.4344153481616515	Mt
2012	GHG	Norway	Food, beverages & tobacco	2.8786374034992206	Mt
2012	GHG	Europe	Metal & metal products	0.19862319334351006	Mt
2012	GHG	Advanced	Metal & metal products	0.1142390062551616	Mt
2012	GHG	Developing	Metal & metal products	0.443022922542002	Mt
2012	GHG	Norway	Metal & metal products	0.072031686088716	Mt
2012	GHG	Europe	Mining & quarrying	0.33624613889634053	Mt
2012	GHG	Advanced	Mining & quarrying	0.1861575825085562	Mt
2012	GHG	Developing	Mining & quarrying	0.8726258841666834	Mt
2012	GHG	Norway	Mining & quarrying	1.9174647010379429	Mt
2012	GHG	Europe	Other manufacturing & recycl.	0.4262876821819255	Mt
2012	GHG	Advanced	Other manufacturing & recycl.	0.1480900056853462	Mt
2012	GHG	Developing	Other manufacturing & recycl.	0.9021240901877566	Mt
2012	GHG	Norway	Other manufacturing & recycl.	0.0797805116254917	Mt
2012	GHG	Europe	Petroleum, chem & non-met	1.7150006509417812	Mt
2012	GHG	Advanced	Petroleum, chem & non-met	0.7118087013995927	Mt
2012	GHG	Developing	Petroleum, chem & non-met	3.005817090347588	Mt
2012	GHG	Norway	Petroleum, chem & non-met	2.126466952975021	Mt
2012	GHG	Europe	Public services	1.5454638863676087	Mt
2012	GHG	Advanced	Public services	0.5635451681157688	Mt
2012	GHG	Developing	Public services	2.7766129099241854	Mt
2012	GHG	Norway	Public services	2.2236080365068296	Mt
2012	GHG	Europe	Recreation; other services	0.2976069852557345	Mt
2012	GHG	Advanced	Recreation; other services	0.11349943756277381	Mt
2012	GHG	Developing	Recreation; other services	0.6209664884038046	Mt
2012	GHG	Norway	Recreation; other services	0.3662617466279012	Mt
2012	GHG	Europe	Textiles & wearing apparel	0.5105611738850298	Mt
2012	GHG	Advanced	Textiles & wearing apparel	0.2859497127924812	Mt
2012	GHG	Developing	Textiles & wearing apparel	3.923989780015402	Mt
2012	GHG	Norway	Textiles & wearing apparel	0.033831869480678	Mt
2012	GHG	Europe	Transport	1.106046374050412	Mt
2012	GHG	Advanced	Transport	0.4556998843186294	Mt
2012	GHG	Developing	Transport	1.8751993040650663	Mt
2012	GHG	Norway	Transport	3.8622862622278586	Mt
2012	GHG	Europe	Transport equipment	2.249170853490452	Mt
2012	GHG	Advanced	Transport equipment	0.9527482025726576	Mt
2012	GHG	Developing	Transport equipment	2.5442314553779024	Mt
2012	GHG	Norway	Transport equipment	0.35457485587558063	Mt
2012	GHG	Europe	Wholesale, retail , Hospitality	2.0158607749224977	Mt
2012	GHG	Advanced	Wholesale, retail , Hospitality	0.8068343013966806	Mt
2012	GHG	Developing	Wholesale, retail , Hospitality	4.479523157029703	Mt
2012	GHG	Norway	Wholesale, retail , Hospitality	1.5925168208855747	Mt
2012	GHG	Europe	Wood, paper & publishing	0.13428083657257361	Mt
2012	GHG	Advanced	Wood, paper & publishing	0.019305152588005733	Mt
2012	GHG	Developing	Wood, paper & publishing	0.08808237894092054	Mt
2012	GHG	Norway	Wood, paper & publishing	0.0470035969523937	Mt
2012	HFC	Europe	Agriculture, forestry & fishing	30425.857028243572	t
2012	HFC	Advanced	Agriculture, forestry & fishing	2731.8275796257008	t
2012	HFC	Developing	Agriculture, forestry & fishing	9316.446760948855	t
2012	HFC	Norway	Agriculture, forestry & fishing	9894.51310028466	t
2012	HFC	Europe	Business Services	56338.69894320039	t
2012	HFC	Advanced	Business Services	17423.804782589144	t
2012	HFC	Developing	Business Services	51053.99594234931	t
2012	HFC	Norway	Business Services	61534.74999983658	t
2012	HFC	Europe	Construction	88617.6964935412	t
2012	HFC	Advanced	Construction	20116.303337887803	t
2012	HFC	Developing	Construction	54549.705087209884	t
2012	HFC	Norway	Construction	47177.47305923016	t
2012	HFC	Europe	Electrical & machinery	31254.80464397311	t
2012	HFC	Advanced	Electrical & machinery	15998.848367907569	t
2012	HFC	Developing	Electrical & machinery	44900.499036367255	t
2012	HFC	Norway	Electrical & machinery	2904.5549678684156	t
2012	HFC	Europe	Electricity, gas & water	5532.385164376099	t
2012	HFC	Advanced	Electricity, gas & water	2189.3404566222275	t
2012	HFC	Developing	Electricity, gas & water	4148.410945786928	t
2012	HFC	Norway	Electricity, gas & water	73922.36132428286	t
2012	HFC	Europe	Food, beverages & tobacco	63866.5291761805	t
2012	HFC	Advanced	Food, beverages & tobacco	9126.924669682305	t
2012	HFC	Developing	Food, beverages & tobacco	25394.10260242141	t
2012	HFC	Norway	Food, beverages & tobacco	61396.73144101757	t
2012	HFC	Europe	Metal & metal products	6394.879753201928	t
2012	HFC	Advanced	Metal & metal products	5266.6194598159755	t
2012	HFC	Developing	Metal & metal products	3800.449947891756	t
2012	HFC	Norway	Metal & metal products	1225.6994565385398	t
2012	HFC	Europe	Mining & quarrying	22418.765945484643	t
2012	HFC	Advanced	Mining & quarrying	6169.385276828256	t
2012	HFC	Developing	Mining & quarrying	12879.693946068403	t
2012	HFC	Norway	Mining & quarrying	4464.789878572793	t
2012	HFC	Europe	Other manufacturing & recycl.	13718.478078027849	t
2012	HFC	Advanced	Other manufacturing & recycl.	4539.805687544227	t
2012	HFC	Developing	Other manufacturing & recycl.	14147.583800071177	t
2012	HFC	Norway	Other manufacturing & recycl.	1445.3912127359959	t
2012	HFC	Europe	Petroleum, chem & non-met	69246.93728209639	t
2012	HFC	Advanced	Petroleum, chem & non-met	25111.67557813607	t
2012	HFC	Developing	Petroleum, chem & non-met	90809.48956526746	t
2012	HFC	Norway	Petroleum, chem & non-met	5701.1261998674145	t
2012	HFC	Europe	Public services	50589.3143501765	t
2012	HFC	Advanced	Public services	17682.619338445602	t
2012	HFC	Developing	Public services	56950.46119116636	t
2012	HFC	Norway	Public services	108463.52056888453	t
2012	HFC	Europe	Recreation; other services	9186.199929074915	t
2012	HFC	Advanced	Recreation; other services	3175.1324654271075	t
2012	HFC	Developing	Recreation; other services	10784.690397523054	t
2012	HFC	Norway	Recreation; other services	26606.057005826282	t
2012	HFC	Europe	Textiles & wearing apparel	15311.735136827432	t
2012	HFC	Advanced	Textiles & wearing apparel	5471.381927637025	t
2012	HFC	Developing	Textiles & wearing apparel	89647.97706333552	t
2012	HFC	Norway	Textiles & wearing apparel	473.13579162317313	t
2012	HFC	Europe	Transport	22977.580485304956	t
2012	HFC	Advanced	Transport	11503.906566124737	t
2012	HFC	Developing	Transport	23733.95892323045	t
2012	HFC	Norway	Transport	26590.302951147587	t
2012	HFC	Europe	Transport equipment	49774.122648853416	t
2012	HFC	Advanced	Transport equipment	27425.58562945772	t
2012	HFC	Developing	Transport equipment	34461.378178910905	t
2012	HFC	Norway	Transport equipment	4630.347621273518	t
2012	HFC	Europe	Wholesale, retail , Hospitality	58256.379353467455	t
2012	HFC	Advanced	Wholesale, retail , Hospitality	20212.334286271715	t
2012	HFC	Developing	Wholesale, retail , Hospitality	46779.0996811707	t
2012	HFC	Norway	Wholesale, retail , Hospitality	63500.99209199808	t
2012	HFC	Europe	Wood, paper & publishing	9278.197433578187	t
2012	HFC	Advanced	Wood, paper & publishing	647.3258420497214	t
2012	HFC	Developing	Wood, paper & publishing	2405.90745730319	t
2012	HFC	Norway	Wood, paper & publishing	636.4313143147419	t
2012	N2O	Europe	Agriculture, forestry & fishing	579.8963395013669	t
2012	N2O	Advanced	Agriculture, forestry & fishing	70.51263670668462	t
2012	N2O	Developing	Agriculture, forestry & fishing	821.937871356303	t
2012	N2O	Norway	Agriculture, forestry & fishing	1277.4929927968055	t
2012	N2O	Europe	Business Services	193.0194063688012	t
2012	N2O	Advanced	Business Services	65.0576920764347	t
2012	N2O	Developing	Business Services	550.2804332059247	t
2012	N2O	Norway	Business Services	145.94514954425688	t
2012	N2O	Europe	Construction	155.77727962790223	t
2012	N2O	Advanced	Construction	40.62214340454079	t
2012	N2O	Developing	Construction	334.9381715266103	t
2012	N2O	Norway	Construction	260.1366871188458	t
2012	N2O	Europe	Electrical & machinery	59.81100092233327	t
2012	N2O	Advanced	Electrical & machinery	25.54594214188655	t
2012	N2O	Developing	Electrical & machinery	197.69682738864967	t
2012	N2O	Norway	Electrical & machinery	13.013176301798216	t
2012	N2O	Europe	Electricity, gas & water	15.56038719527579	t
2012	N2O	Advanced	Electricity, gas & water	3.069078345628001	t
2012	N2O	Developing	Electricity, gas & water	27.279366704266117	t
2012	N2O	Norway	Electricity, gas & water	64.8596308702802	t
2012	N2O	Europe	Food, beverages & tobacco	1337.5606590667908	t
2012	N2O	Advanced	Food, beverages & tobacco	125.83951841180068	t
2012	N2O	Developing	Food, beverages & tobacco	1492.162819011667	t
2012	N2O	Norway	Food, beverages & tobacco	2426.2140256626926	t
2012	N2O	Europe	Metal & metal products	7.2441735351088905	t
2012	N2O	Advanced	Metal & metal products	3.059576395894627	t
2012	N2O	Developing	Metal & metal products	27.464628775876584	t
2012	N2O	Norway	Metal & metal products	3.4968933364643666	t
2012	N2O	Europe	Mining & quarrying	18.284621197090836	t
2012	N2O	Advanced	Mining & quarrying	7.235921924675106	t
2012	N2O	Developing	Mining & quarrying	83.24641380726933	t
2012	N2O	Norway	Mining & quarrying	23.17583057569852	t
2012	N2O	Europe	Other manufacturing & recycl.	30.84169953059152	t
2012	N2O	Advanced	Other manufacturing & recycl.	9.01151671735433	t
2012	N2O	Developing	Other manufacturing & recycl.	78.45363287555458	t
2012	N2O	Norway	Other manufacturing & recycl.	7.197955776481898	t
2012	N2O	Europe	Petroleum, chem & non-met	90.9180508003228	t
2012	N2O	Advanced	Petroleum, chem & non-met	60.43272575129136	t
2012	N2O	Developing	Petroleum, chem & non-met	351.86904461997153	t
2012	N2O	Norway	Petroleum, chem & non-met	403.8475927194096	t
2012	N2O	Europe	Public services	193.59265704571	t
2012	N2O	Advanced	Public services	56.04008494031668	t
2012	N2O	Developing	Public services	442.87341317659315	t
2012	N2O	Norway	Public services	337.50302429457236	t
2012	N2O	Europe	Recreation; other services	31.622430055052572	t
2012	N2O	Advanced	Recreation; other services	11.379716654818953	t
2012	N2O	Developing	Recreation; other services	96.3263729430256	t
2012	N2O	Norway	Recreation; other services	33.57643273963515	t
2012	N2O	Europe	Textiles & wearing apparel	64.38833480014536	t
2012	N2O	Advanced	Textiles & wearing apparel	60.57893344847627	t
2012	N2O	Developing	Textiles & wearing apparel	695.4496354287899	t
2012	N2O	Norway	Textiles & wearing apparel	8.18209981657573	t
2012	N2O	Europe	Transport	58.11767547311415	t
2012	N2O	Advanced	Transport	26.18913840585472	t
2012	N2O	Developing	Transport	188.56682332562414	t
2012	N2O	Norway	Transport	137.6784736999833	t
2012	N2O	Europe	Transport equipment	96.09800127524244	t
2012	N2O	Advanced	Transport equipment	34.40624619786264	t
2012	N2O	Developing	Transport equipment	223.90429638472577	t
2012	N2O	Norway	Transport equipment	24.757509565704297	t
2012	N2O	Europe	Wholesale, retail , Hospitality	506.1426042256969	t
2012	N2O	Advanced	Wholesale, retail , Hospitality	216.08836326491752	t
2012	N2O	Developing	Wholesale, retail , Hospitality	1736.9002334600339	t
2012	N2O	Norway	Wholesale, retail , Hospitality	183.41986319975155	t
2012	N2O	Europe	Wood, paper & publishing	32.00711396320769	t
2012	N2O	Advanced	Wood, paper & publishing	1.6132823851021552	t
2012	N2O	Developing	Wood, paper & publishing	9.26007078056984	t
2012	N2O	Norway	Wood, paper & publishing	3.796265414990673	t
2012	PFC	Europe	Agriculture, forestry & fishing	1708.5679303882116	t
2012	PFC	Advanced	Agriculture, forestry & fishing	431.86645138456004	t
2012	PFC	Developing	Agriculture, forestry & fishing	1633.1460627947397	t
2012	PFC	Norway	Agriculture, forestry & fishing	147.9443904108132	t
2012	PFC	Europe	Business Services	9406.812634720414	t
2012	PFC	Advanced	Business Services	5739.185878165003	t
2012	PFC	Developing	Business Services	19342.51079568833	t
2012	PFC	Norway	Business Services	2726.804461758819	t
2012	PFC	Europe	Construction	11925.91614164438	t
2012	PFC	Advanced	Construction	11649.578700245089	t
2012	PFC	Developing	Construction	37478.576697886274	t
2012	PFC	Norway	Construction	4978.860764377982	t
2012	PFC	Europe	Electrical & machinery	11864.309645062209	t
2012	PFC	Advanced	Electrical & machinery	8509.749603599334	t
2012	PFC	Developing	Electrical & machinery	29949.021222543917	t
2012	PFC	Norway	Electrical & machinery	3837.3584239963393	t
2012	PFC	Europe	Electricity, gas & water	1427.2885341489007	t
2012	PFC	Advanced	Electricity, gas & water	1014.7107349812213	t
